# Pathway	CD11_S3_L008_paired_merged.assembled_Abundance	CD13_S9_L008_paired_merged.assembled_Abundance	CD15_S1_L008_paired_merged.assembled_Abundance	CD18_S19_L008_paired_merged.assembled_Abundance	CD21_S24_L008_paired_merged.assembled_Abundance	CD27_S29_L008_paired_merged.assembled_Abundance	CD34_S34_L008_paired_merged.assembled_Abundance	CD38_S39_L008_paired_merged.assembled_Abundance	CD44_S4_L008_paired_merged.assembled_Abundance	CD49_S10_L008_paired_merged.assembled_Abundance	CD4_S33_L008_paired_merged.assembled_Abundance	CD6_S38_L008_paired_merged.assembled_Abundance	PE04_S35_L008_paired_merged.assembled_Abundance	PE23_S40_L008_paired_merged.assembled_Abundance	PE25_S5_L008_paired_merged.assembled_Abundance	PE32_S11_L008_paired_merged.assembled_Abundance	PE36_S16_L008_paired_merged.assembled_Abundance	PE37_S21_L008_paired_merged.assembled_Abundance	PE48_S26_L008_paired_merged.assembled_Abundance	PE49_S31_L008_paired_merged.assembled_Abundance	PE52_S36_L008_paired_merged.assembled_Abundance	PE54_S41_L008_paired_merged.assembled_Abundance	PE57_S6_L008_paired_merged.assembled_Abundance	PE60_S12_L008_paired_merged.assembled_Abundance	R01_S17_L008_paired_merged.assembled_Abundance	R02_S22_L008_paired_merged.assembled_Abundance	R03_S27_L008_paired_merged.assembled_Abundance	R04_S32_L008_paired_merged.assembled_Abundance	R05_S37_L008_paired_merged.assembled_Abundance	R06_S42_L008_paired_merged.assembled_Abundance	R07_S7_L008_paired_merged.assembled_Abundance	R08_S13_L008_paired_merged.assembled_Abundance
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Vibrio.s__Vibrio_antiquarius	0	0	0	0	0	0	0	0	0	0	0	0	0	3.46326e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|unclassified	0.000383963	0.000351659	0.000254331	0.000357579	0.000428967	0.000348848	0.000378862	0.000405922	0.000440577	0.000384251	0.000275198	0.000322293	0.00021153	0.000234769	0.000206249	0.000261894	0.00018423	0.000249031	0.000298023	0.000398973	0.000304651	0.000295554	0.000276794	0.00033004	0.0003477	0.000364145	0.000414301	0.000343278	0.0003007	0.000363405	0.000275793	0.000429402
CALVIN-PWY: Calvin-Benson-Bassham cycle	0.000325928	0.000243978	0.000197481	0.000249294	0.000268221	0.000284078	0.000270622	0.000284369	0.00025581	0.000267768	0.000242581	0.000311051	0.000181459	0.000227222	0.000195032	0.000250954	0.000181304	0.000228639	0.000273719	0.000302388	0.000259726	0.000249399	0.000257042	0.000289841	0.000285735	0.000296884	0.000309	0.000284994	0.000258814	0.000270729	0.000250485	0.000294538
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Shewanella.s__Shewanella_algae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1536e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|unclassified	0.000321262	0.000242757	0.000191134	0.000242482	0.000256812	0.000281093	0.000265599	0.000278155	0.000244429	0.000256546	0.00021135	0.000284983	0.000159785	0.000201308	0.000174488	0.000225103	0.000155676	0.000214405	0.000268628	0.00029838	0.000252955	0.000248159	0.000255708	0.000283286	0.000285735	0.000284786	0.000309	0.000284994	0.000254027	0.000270729	0.000234594	0.000294538
CATECHOL-ORTHO-CLEAVAGE-PWY: catechol degradation to &beta;-ketoadipate	0	0	0	0	0	0	0	0	0	0	2.92207e-06	1.952e-06	0	0	2.17183e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CATECHOL-ORTHO-CLEAVAGE-PWY: catechol degradation to &beta;-ketoadipate|unclassified	0	0	0	0	0	0	0	0	0	0	0	1.952e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CENTFERM-PWY: pyruvate fermentation to butanoate	3.83587e-05	0	8.5181e-06	0	0	0	0	0	2.66889e-05	1.05103e-05	2.61354e-05	5.85433e-06	4.80316e-05	5.26186e-05	2.2125e-05	7.72117e-06	1.63034e-05	4.67133e-06	1.54162e-05	3.68406e-05	0	9.08677e-06	0	5.12427e-06	0	0	0	0	1.49904e-05	0	0	0
CENTFERM-PWY: pyruvate fermentation to butanoate|unclassified	0	0	8.41049e-06	0	0	0	0	0	1.78398e-05	2.02723e-06	6.98563e-06	5.82703e-06	1.26305e-05	0	6.40185e-06	7.64642e-06	7.28774e-06	4.67032e-06	1.53682e-05	0	0	9.08497e-06	0	5.11201e-06	0	0	0	0	1.49828e-05	0	0	0
CHLOROPHYLL-SYN: 3,8-divinyl-chlorophyllide a biosynthesis I (aerobic, light-dependent)	0	0	0	0	4.89692e-06	0	0	0	0	0	0	0	0	0	6.46867e-06	5.52784e-06	2.42219e-06	4.12785e-06	8.45725e-06	0	0	4.42172e-06	0	0	0	0	6.78189e-06	0	0	0	2.58214e-05	0
CHLOROPHYLL-SYN: 3,8-divinyl-chlorophyllide a biosynthesis I (aerobic, light-dependent)|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.42172e-06	0	0	0	0	0	0	0	0	1.75066e-05	0
CITRULBIO-PWY: L-citrulline biosynthesis	0	7.95255e-05	4.90547e-05	7.71044e-05	7.24064e-05	4.36839e-05	9.66299e-05	8.28599e-05	7.38932e-05	5.52135e-05	4.34734e-05	2.8404e-05	6.30843e-05	5.10865e-05	7.78834e-05	3.00839e-05	2.38774e-05	3.26039e-05	2.7613e-05	8.25705e-05	3.16078e-05	2.44068e-05	4.32305e-05	3.54769e-05	8.18498e-05	6.11531e-05	8.72055e-05	4.00611e-05	2.46706e-05	2.75441e-05	0	0.000112282
CITRULBIO-PWY: L-citrulline biosynthesis|unclassified	0	7.91483e-05	4.86369e-05	7.62315e-05	7.18852e-05	4.3545e-05	9.62263e-05	8.23844e-05	7.33707e-05	5.48952e-05	4.27717e-05	2.83604e-05	3.41925e-05	4.51216e-05	4.64373e-05	2.35986e-05	2.03295e-05	1.40151e-05	2.74878e-05	8.241e-05	1.60059e-05	2.43992e-05	4.30755e-05	3.54483e-05	8.18221e-05	5.57245e-05	8.70441e-05	4.00611e-05	2.45707e-05	2.75217e-05	0	0.000112282
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)	8.60011e-05	0.000168647	0.000123327	0.000182386	0.000193607	0.000184303	0.000259218	0.000207736	0.000186332	0.000179809	0.000196535	0.000172217	0.000152114	0.00022353	0.000177283	0.000189321	0.000138483	0.000179284	0.000150358	0.000176896	0.000158761	0.000153447	0.000178235	0.000154955	0.000194116	0.000209628	0.00022378	0.000170662	0.000136933	0.000184394	0.000159849	0.000229652
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|g__Alistipes.s__Alistipes_indistinctus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66881e-06	0	9.66429e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.49711e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|g__Butyricimonas.s__Butyricimonas_synergistica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.33691e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|g__Eggerthella.s__Eggerthella_lenta	0	0	0	0	9.97218e-06	0	0	7.0804e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|g__Parabacteroides.s__Parabacteroides_distasonis	0	0	0	0	0	0	0	0	0	0	0	0	1.54005e-05	0	2.31664e-05	0	9.58663e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|g__Vibrio.s__Vibrio_alginolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	1.61673e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|unclassified	8.60011e-05	0.000160374	0.000103702	0.000165845	0.000179111	0.00017597	0.000252701	0.000199247	0.000173232	0.000175696	0.000176473	0.000121032	0.000127327	0.000202394	0.000140086	0.00016513	0.000106852	0.000159947	0.000140398	0.000169383	0.000146453	0.000152625	0.0001773	0.000154348	0.000193669	0.000202124	0.00022378	0.000170662	0.000109634	0.000184281	0.000156327	0.000229652
COA-PWY: coenzyme A biosynthesis I (prokaryotic)	0.000136297	0.000195856	0.000109777	0.000176323	0.000233863	0.000190222	0.000279696	0.000223615	0.000200571	0.000163799	0.000185419	0.000176404	0.000141878	0.000234404	0.000159567	0.000190569	0.00012328	0.000160409	0.000181565	0.000188094	0.000194298	0.000171728	0.000195283	0.000193765	0.000212313	0.000191171	0.000222663	0.000201275	0.000150022	0.000199033	0.000176036	0.000242568
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Alistipes.s__Alistipes_indistinctus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.74481e-06	3.86418e-06	9.79548e-06	2.85061e-06	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0	0	0	0	0	0	0	3.13028e-06	0	1.92044e-06	0	6.26233e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Butyricimonas.s__Butyricimonas_synergistica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07563e-06	2.30002e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Eggerthella.s__Eggerthella_lenta	0	0	6.80313e-06	3.66715e-06	9.10536e-06	0	6.50787e-06	8.02913e-06	0	0	4.25556e-06	0	0	0	0	2.4176e-06	0	0	5.97712e-06	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Klebsiella.s__Klebsiella_quasipneumoniae	0	0	0	0	0	0	0	0	0	0	1.21258e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Parabacteroides.s__Parabacteroides_distasonis	0	0	0	0	0	0	0	0	0	0	0	0	1.38469e-05	0	2.10515e-05	0	8.44021e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Parabacteroides.s__Parabacteroides_goldsteinii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20048e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Photobacterium.s__Photobacterium_damselae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.53764e-06	0	0	0	0	0	0	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Vibrio.s__Vibrio_alginolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98147e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|unclassified	0.000136297	0.000190858	9.93387e-05	0.000169606	0.000220158	0.000186545	0.000271065	0.000211909	0.000198449	0.000162402	0.000176748	0.000171555	0.000125564	0.000209798	0.000131887	0.000171667	9.42011e-05	0.000143732	0.000172326	0.000184388	0.00018389	0.000170444	0.000193521	0.0001918	0.000211644	0.000184782	0.000222663	0.000201275	0.000148741	0.000199033	0.000171043	0.000242568
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I	1.0417e-05	1.58335e-05	1.0842e-05	1.0643e-05	1.46033e-05	1.56138e-05	2.78748e-05	3.53967e-05	0	0	3.6115e-05	0	6.8096e-05	4.36411e-05	5.25326e-05	6.47994e-05	7.1739e-05	6.76981e-05	1.04455e-05	2.22843e-05	8.06624e-06	3.04085e-05	9.74646e-06	1.8236e-05	3.93912e-05	6.46942e-05	0	0	2.18203e-05	4.98386e-05	0	6.63933e-06
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I|g__Klebsiella.s__Klebsiella_pneumoniae	4.15969e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.77853e-06	0	0	0	0	0	0	0	0	0
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I|g__Shewanella.s__Shewanella_algae	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14413e-05	0	0	3.99216e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I|g__Vibrio.s__Vibrio_alginolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	4.96237e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I|unclassified	0	1.57901e-05	1.07974e-05	1.0643e-05	1.46033e-05	1.56138e-05	2.78748e-05	3.53967e-05	0	0	2.83176e-05	0	5.28112e-05	2.32057e-05	4.36894e-05	6.2846e-05	5.85562e-05	6.25419e-05	1.03592e-05	2.22339e-05	0	3.04085e-05	0	1.80285e-05	3.67824e-05	6.45495e-05	0	0	2.15955e-05	4.98386e-05	0	6.63933e-06
COLANSYN-PWY: colanic acid building blocks biosynthesis	5.03832e-05	0.000135608	7.99081e-05	0.000119903	0.000145495	0.000116978	0.000139958	0.000145688	0.000148992	0.000143446	8.39184e-05	7.33163e-05	6.91071e-05	0.000118904	9.49453e-05	8.71264e-05	8.65711e-05	8.72532e-05	9.0005e-05	0.000122249	0.000102169	8.48381e-05	0.000105086	0.000104332	0.000110754	8.17951e-05	0.00016903	0.000119768	9.35583e-05	9.08198e-05	8.42148e-05	0.000170773
COLANSYN-PWY: colanic acid building blocks biosynthesis|unclassified	5.03714e-05	0.000135063	7.95179e-05	0.0001147	0.000142358	0.000116914	0.000139833	0.000145208	0.000148195	0.000139128	8.11085e-05	7.27013e-05	6.00959e-05	0.000111583	7.17142e-05	7.20672e-05	7.57279e-05	8.21234e-05	8.75073e-05	0.000121249	0.00010017	8.48002e-05	0.00010378	0.000104227	0.000110652	6.98714e-05	0.00016903	0.000119768	8.26909e-05	8.96305e-05	8.11656e-05	0.000170773
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis	4.8768e-05	9.17032e-05	6.18117e-05	9.63392e-05	0.000117084	0.000102859	0.000140658	8.56395e-05	0.000108555	0.0001215	0.000124158	8.75941e-05	0.000102507	0.000135739	0.000113657	0.000125913	0.000114862	0.000116738	7.96188e-05	0.000102157	7.17373e-05	9.91493e-05	9.28957e-05	9.58576e-05	8.20546e-05	0.000129283	8.08217e-05	9.54681e-05	7.35749e-05	0.00010666	9.45079e-05	6.12887e-05
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis	0	0	0	0	0	0	0	0	0	0	0	0	1.65683e-05	0	1.98666e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Shewanella.s__Shewanella_algae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.02192e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Vibrio.s__Vibrio_alginolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69247e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|unclassified	4.51081e-05	8.76109e-05	5.20786e-05	8.32745e-05	9.93648e-05	9.11793e-05	0.000131915	8.03387e-05	7.20962e-05	0.000120014	0.00010556	7.70222e-05	7.27181e-05	9.17737e-05	7.19409e-05	9.84216e-05	8.62477e-05	9.86846e-05	7.38697e-05	7.8999e-05	6.48548e-05	9.72923e-05	8.59838e-05	9.11233e-05	7.89486e-05	0.000113486	8.03591e-05	9.54681e-05	6.78528e-05	0.00010486	8.27016e-05	6.12887e-05
DAPLYSINESYN-PWY: L-lysine biosynthesis I	0	1.40991e-05	8.18862e-05	1.15746e-05	0	0	0	0	0	0	1.73078e-05	1.34183e-05	2.82085e-05	4.49919e-05	2.03397e-05	1.61999e-05	1.20764e-05	9.28693e-06	0	0	0	0	9.81046e-06	0	0	0	0	0	0	0	1.23097e-05	0
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Vibrio.s__Vibrio_alginolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	1.71399e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAPLYSINESYN-PWY: L-lysine biosynthesis I|unclassified	0	1.34814e-05	7.96936e-05	1.08669e-05	0	0	0	0	0	0	0	0	1.6006e-05	0	0	1.05645e-05	4.49666e-06	0	0	0	0	0	7.78069e-06	0	0	0	0	0	0	0	1.1521e-05	0
DARABCATK12-PWY: D-arabinose degradation I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.08286e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DARABCATK12-PWY: D-arabinose degradation I|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.03869e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENITRIFICATION-PWY: nitrate reduction I (denitrification)	0	7.25626e-06	4.20178e-05	7.9807e-06	0	0	0	0	0	5.50631e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENITRIFICATION-PWY: nitrate reduction I (denitrification)|unclassified	0	7.25626e-06	4.20178e-05	7.9807e-06	0	0	0	0	0	5.50631e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II	0	0	0	0	0	0	0	0	0	0	3.37379e-05	0	0	0	0	0	0	0	1.97582e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis	0.000180514	0.000198338	9.67917e-05	0.000230002	0.00021883	0.000222677	0.00019866	0.000241808	0.0002585	0.000323236	0.000204491	0.00019269	0.000153719	0.000182457	0.000184817	0.000214221	0.000175176	0.000212631	0.00023179	0.000208066	0.000220914	0.000204914	0.000185591	0.000215222	0.000167689	0.000190222	0.000215183	0.000264869	0.000245502	0.000226403	0.000151781	0.000225854
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Alistipes.s__Alistipes_indistinctus	0	0	0	0	0	0	0	0	0	0	4.31435e-06	0	0	0	0	4.29432e-06	0	7.24395e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Alistipes.s__Alistipes_shahii	0	0	0	6.56422e-06	0	0	0	0	0	0	0	0	3.95315e-06	0	7.31785e-06	9.43647e-06	3.28567e-06	0	0	0	0	0	0	0	0	7.8195e-06	0	0	1.5176e-05	0	0	0
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.74859e-06	0	0	0	0	0	0	0	0	0	0	0	6.52792e-06	0	0	0
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Butyricimonas.s__Butyricimonas_synergistica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.56017e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Clostridium.s__Clostridium_perfringens	0	0	0	0	0	0	0	0	0	2.51277e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis	0	0	0	0	0	0	0	0	0	0	0	0	1.34571e-05	0	2.15974e-05	6.87745e-06	4.31878e-06	3.26485e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Shewanella.s__Shewanella_algae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.07135e-06	0	0	0	0	0	0	0	0	0	0	0
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Vibrio.s__Vibrio_alginolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	7.36158e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|unclassified	0.000180514	0.000195418	9.67917e-05	0.000220041	0.000214645	0.000222677	0.000198077	0.00023391	0.000245479	0.000309412	0.000176563	0.000186676	0.000133395	0.00016389	0.000149897	0.00017939	0.000162188	0.00019943	0.000231143	0.000201882	0.000215045	0.000199858	0.000185591	0.000214897	0.000167689	0.000180801	0.000215183	0.000264869	0.000224253	0.000226403	0.000147754	0.000225854
FAO-PWY: fatty acid &beta;-oxidation I (generic)	0	0	0	0	0	0	0	0	4.38705e-06	1.89965e-06	0	3.48953e-06	6.35795e-06	6.12141e-05	1.27249e-05	0	4.9738e-06	2.7037e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAO-PWY: fatty acid &beta;-oxidation I (generic)|g__Photobacterium.s__Photobacterium_damselae	0	0	0	0	0	0	0	0	0	0	0	0	0	8.90211e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAO-PWY: fatty acid &beta;-oxidation I (generic)|g__Shewanella.s__Shewanella_algae	0	0	0	0	0	0	0	0	0	0	0	0	3.53143e-06	1.51911e-05	9.29538e-06	0	4.46454e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAO-PWY: fatty acid &beta;-oxidation I (generic)|g__Vibrio.s__Vibrio_alginolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	3.13509e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAO-PWY: fatty acid &beta;-oxidation I (generic)|g__Vibrio.s__Vibrio_antiquarius	0	0	0	0	0	0	0	0	0	0	0	0	0	8.1911e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAO-PWY: fatty acid &beta;-oxidation I (generic)|unclassified	0	0	0	0	0	0	0	0	4.08545e-06	8.9019e-07	0	0	0	0	2.22453e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FASYN-ELONG-PWY: fatty acid elongation -- saturated	1.1334e-05	0	0	0	0	8.54978e-06	0	0	1.50318e-05	0	1.59978e-05	0	0	7.62905e-05	0	0	0	1.30093e-05	0	0	1.61525e-05	0	2.90845e-05	1.50713e-05	0	0	0	0	0	0	0	0
FASYN-ELONG-PWY: fatty acid elongation -- saturated|g__Klebsiella.s__Klebsiella_pneumoniae	7.4499e-06	0	0	0	0	0	0	0	4.80573e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FASYN-ELONG-PWY: fatty acid elongation -- saturated|g__Salmonella.s__Salmonella_enterica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.45829e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FASYN-ELONG-PWY: fatty acid elongation -- saturated|g__Vibrio.s__Vibrio_alginolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	1.97392e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FASYN-ELONG-PWY: fatty acid elongation -- saturated|unclassified	0	0	0	0	0	7.58184e-06	0	0	8.77066e-06	0	1.06012e-05	0	0	0	0	0	0	5.57597e-06	0	0	1.43617e-05	0	0	7.00836e-06	0	0	0	0	0	0	0	0
FERMENTATION-PWY: mixed acid fermentation	1.09833e-05	2.44437e-05	1.25763e-05	0	2.24532e-05	3.97846e-05	0	1.70832e-05	0	1.19389e-05	2.56753e-05	4.67302e-05	9.69107e-06	7.18342e-05	3.0555e-06	9.97264e-06	1.8498e-05	5.11922e-05	2.0442e-05	1.57602e-05	1.34085e-05	2.17047e-05	1.19462e-05	2.0774e-05	3.95056e-05	7.27542e-06	0	9.08141e-06	0	0	2.24397e-05	0
FERMENTATION-PWY: mixed acid fermentation|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	2.29959e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FERMENTATION-PWY: mixed acid fermentation|g__Vibrio.s__Vibrio_alginolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	1.75984e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FERMENTATION-PWY: mixed acid fermentation|unclassified	1.09833e-05	2.44292e-05	1.24946e-05	0	1.98556e-05	3.94793e-05	0	1.70791e-05	0	1.1931e-05	1.53257e-05	4.66499e-05	6.72226e-06	0	3.01465e-06	9.0663e-06	1.28748e-05	4.13583e-05	2.03812e-05	0	0	1.82358e-05	1.17715e-05	2.07444e-05	9.00065e-06	7.27136e-06	0	9.08141e-06	0	0	0	0
FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage	0	1.77382e-05	0	0	0	1.45234e-05	0	0	0	3.2783e-05	0	0	0	3.88015e-05	2.34422e-05	1.25326e-05	1.44915e-05	0	0	0	2.13636e-05	0	3.89292e-05	4.76741e-05	0	0	0	2.19892e-05	0	0	0	0
FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage|unclassified	0	1.76317e-05	0	0	0	1.43696e-05	0	0	0	3.25598e-05	0	0	0	2.78494e-05	2.03523e-05	1.19157e-05	1.21946e-05	0	0	0	2.00418e-05	0	3.79381e-05	4.45244e-05	0	0	0	2.19892e-05	0	0	0	0
FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation	0	0	0	0	0	0	0	0	0	0	1.39248e-05	0	0	0	7.51311e-06	1.13967e-05	5.42802e-06	7.57342e-06	0	0	0	0	6.43759e-06	0	0	0	0	0	0	0	0	0
FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.02287e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUCCAT-PWY: fucose degradation	0	5.90149e-06	5.71993e-06	6.68958e-06	0	4.11277e-06	0	4.49505e-06	0	0	1.75112e-05	0	0	0	6.16688e-06	1.08185e-05	1.1836e-05	8.98876e-06	1.22316e-05	6.93695e-06	0	0	7.00085e-06	6.15045e-06	0	6.75986e-06	0	0	3.93167e-06	0	7.05896e-06	0
FUCCAT-PWY: fucose degradation|unclassified	0	0	5.71993e-06	6.6205e-06	0	4.11277e-06	0	4.49505e-06	0	0	3.43969e-06	0	0	0	5.59798e-06	5.29536e-06	6.59425e-06	7.82648e-06	0	0	0	0	0	0	0	0	0	0	0	0	3.74767e-06	0
