Type,Class,Gene,Location,Mean,SD
ARG,multidrug,BICYCLOMYCIN-MULTIDRUG_EFFLUX_PROTEIN_BCR,Punta Espinoza,5.31E-05,1.93E-05
ARG,multidrug,BICYCLOMYCIN-MULTIDRUG_EFFLUX_PROTEIN_BCR,Rabida,6.92E-06,1.96E-05
ARG,multidrug,BPEF,Cabo Douglas,0,0
ARG,multidrug,BPEF,Punta Espinoza,9.67E-06,2.29E-05
ARG,multidrug,BPEF,Rabida,0,0
ARG,multidrug,CDEA,Cabo Douglas,6.58E-05,1.44E-05
ARG,multidrug,CDEA,Punta Espinoza,5.87E-05,9.90E-06
ARG,multidrug,CDEA,Rabida,6.37E-05,7.26E-06
ARG,multidrug,CEOB,Cabo Douglas,2.30E-05,2.93E-05
ARG,multidrug,CEOB,Punta Espinoza,0,0
ARG,multidrug,CEOB,Rabida,0,0
ARG,multidrug,CMEA,Cabo Douglas,0,0
ARG,multidrug,CMEA,Punta Espinoza,5.52E-06,1.91E-05
ARG,multidrug,CMEA,Rabida,0,0
ARG,multidrug,CMEB,Cabo Douglas,2.66E-05,3.32E-05
ARG,multidrug,CMEB,Punta Espinoza,4.74E-05,2.36E-05
ARG,multidrug,CMEB,Rabida,8.51E-06,2.41E-05
ARG,multidrug,EFRA,Cabo Douglas,6.58E-05,1.44E-05
ARG,multidrug,EFRA,Punta Espinoza,5.87E-05,9.90E-06
ARG,multidrug,EFRA,Rabida,6.37E-05,7.26E-06
ARG,multidrug,EFRB,Cabo Douglas,6.58E-05,1.44E-05
ARG,multidrug,EFRB,Punta Espinoza,5.87E-05,9.90E-06
ARG,multidrug,EFRB,Rabida,6.37E-05,7.26E-06
ARG,multidrug,EMRA,Cabo Douglas,0,0
ARG,multidrug,EMRA,Punta Espinoza,3.70E-06,1.28E-05
ARG,multidrug,EMRA,Rabida,0,0
ARG,multidrug,EMRB,Cabo Douglas,0,0
ARG,multidrug,EMRB,Punta Espinoza,8.29E-06,1.95E-05
ARG,multidrug,EMRB,Rabida,0,0
ARG,multidrug,EMRB-QACA_FAMILY_MAJOR_FACILITATOR_TRANSPORTER,Cabo Douglas,6.58E-05,1.44E-05
ARG,multidrug,EMRB-QACA_FAMILY_MAJOR_FACILITATOR_TRANSPORTER,Punta Espinoza,5.87E-05,9.90E-06
ARG,multidrug,EMRB-QACA_FAMILY_MAJOR_FACILITATOR_TRANSPORTER,Rabida,6.37E-05,7.26E-06
ARG,multidrug,EMRD,Cabo Douglas,0,0
ARG,multidrug,EMRD,Punta Espinoza,4.95E-06,1.72E-05
ARG,multidrug,EMRD,Rabida,0,0
ARG,multidrug,EMRE,Cabo Douglas,1.72E-05,3.11E-05
ARG,multidrug,EMRE,Punta Espinoza,4.69E-05,2.33E-05
ARG,multidrug,EMRE,Rabida,3.30E-05,3.57E-05
ARG,multidrug,EMRK,Cabo Douglas,0,0
ARG,multidrug,EMRK,Punta Espinoza,3.70E-06,1.28E-05
ARG,multidrug,EMRK,Rabida,0,0
ARG,multidrug,GOLS,Cabo Douglas,4.43E-05,3.55E-05
ARG,multidrug,GOLS,Punta Espinoza,1.32E-05,2.41E-05
ARG,multidrug,GOLS,Rabida,1.72E-05,3.22E-05
ARG,multidrug,HMRM,Cabo Douglas,0,0
ARG,multidrug,HMRM,Punta Espinoza,9.67E-06,2.29E-05
ARG,multidrug,HMRM,Rabida,6.98E-06,1.97E-05
ARG,multidrug,HP1181,Cabo Douglas,0,0
ARG,multidrug,HP1181,Punta Espinoza,9.67E-06,2.29E-05
ARG,multidrug,HP1181,Rabida,0,0
ARG,multidrug,MAJOR_FACILITATOR_SUPERFAMILY_TRANSPORTER,Cabo Douglas,4.56E-05,2.90E-05
ARG,multidrug,MAJOR_FACILITATOR_SUPERFAMILY_TRANSPORTER,Punta Espinoza,5.34E-05,1.95E-05
ARG,multidrug,MAJOR_FACILITATOR_SUPERFAMILY_TRANSPORTER,Rabida,6.37E-05,7.26E-06
ARG,multidrug,MARA,Cabo Douglas,6.58E-05,1.44E-05
ARG,multidrug,MARA,Punta Espinoza,5.87E-05,9.90E-06
ARG,multidrug,MARA,Rabida,6.37E-05,7.26E-06
ARG,multidrug,MARR,Cabo Douglas,6.58E-05,1.44E-05
ARG,multidrug,MARR,Punta Espinoza,5.87E-05,9.90E-06
ARG,multidrug,MARR,Rabida,6.37E-05,7.26E-06
ARG,multidrug,MDSA,Cabo Douglas,0,0
ARG,multidrug,MDSA,Punta Espinoza,4.53E-06,1.57E-05
ARG,multidrug,MDSA,Rabida,8.63E-06,2.44E-05
ARG,multidrug,MDTA,Cabo Douglas,0,0
ARG,multidrug,MDTA,Punta Espinoza,5.56E-06,1.93E-05
ARG,multidrug,MDTA,Rabida,0,0
ARG,multidrug,MDTD,Cabo Douglas,2.30E-05,2.93E-05
ARG,multidrug,MDTD,Punta Espinoza,7.24E-06,1.69E-05
ARG,multidrug,MDTD,Rabida,1.66E-05,3.12E-05
ARG,multidrug,MDTK,Cabo Douglas,6.58E-05,1.44E-05
ARG,multidrug,MDTK,Punta Espinoza,5.87E-05,9.90E-06
ARG,multidrug,MDTK,Rabida,6.37E-05,7.26E-06
ARG,multidrug,MDTL,Cabo Douglas,0,0
ARG,multidrug,MDTL,Punta Espinoza,9.54E-06,2.23E-05
ARG,multidrug,MDTL,Rabida,0,0
ARG,multidrug,MDTN,Cabo Douglas,1.15E-05,2.68E-05
ARG,multidrug,MDTN,Punta Espinoza,1.95E-05,2.93E-05
ARG,multidrug,MDTN,Rabida,0,0
ARG,multidrug,MEPA,Cabo Douglas,6.58E-05,1.44E-05
ARG,multidrug,MEPA,Punta Espinoza,5.87E-05,9.90E-06
ARG,multidrug,MEPA,Rabida,6.37E-05,7.26E-06
ARG,multidrug,MEPR,Cabo Douglas,4.29E-06,1.49E-05
ARG,multidrug,MEPR,Punta Espinoza,0,0
ARG,multidrug,MEPR,Rabida,1.55E-05,2.89E-05
ARG,multidrug,MEXB,Cabo Douglas,0,0
ARG,multidrug,MEXB,Punta Espinoza,4.95E-06,1.72E-05
ARG,multidrug,MEXB,Rabida,0,0
ARG,multidrug,MEXD,Cabo Douglas,1.76E-05,2.66E-05
ARG,multidrug,MEXD,Punta Espinoza,3.70E-06,1.28E-05
ARG,multidrug,MEXD,Rabida,0,0
ARG,multidrug,MEXE,Cabo Douglas,1.29E-05,3.02E-05
ARG,multidrug,MEXE,Punta Espinoza,3.63E-05,2.77E-05
ARG,multidrug,MEXE,Rabida,8.51E-06,2.41E-05
ARG,multidrug,MEXF,Cabo Douglas,4.04E-05,3.12E-05
ARG,multidrug,MEXF,Punta Espinoza,5.32E-05,1.93E-05
ARG,multidrug,MEXF,Rabida,4.06E-05,3.44E-05
ARG,multidrug,MEXG,Cabo Douglas,0,0
ARG,multidrug,MEXG,Punta Espinoza,0,0
ARG,multidrug,MEXG,Rabida,1.61E-05,2.98E-05
ARG,multidrug,MEXH,Cabo Douglas,0,0
ARG,multidrug,MEXH,Punta Espinoza,4.11E-06,1.42E-05
ARG,multidrug,MEXH,Rabida,7.65E-06,2.16E-05
ARG,multidrug,MEXI,Cabo Douglas,1.76E-05,2.66E-05
ARG,multidrug,MEXI,Punta Espinoza,0,0
ARG,multidrug,MEXI,Rabida,0,0
ARG,multidrug,MEXK,Cabo Douglas,1.18E-05,2.15E-05
ARG,multidrug,MEXK,Punta Espinoza,0,0
ARG,multidrug,MEXK,Rabida,0,0
ARG,multidrug,MEXL,Cabo Douglas,0,0
ARG,multidrug,MEXL,Punta Espinoza,4.59E-06,1.59E-05
ARG,multidrug,MEXL,Rabida,0,0
ARG,multidrug,MEXR,Cabo Douglas,0,0
ARG,multidrug,MEXR,Punta Espinoza,3.70E-06,1.28E-05
ARG,multidrug,MEXR,Rabida,0,0
ARG,multidrug,MEXT,Cabo Douglas,6.91E-06,2.39E-05
ARG,multidrug,MEXT,Punta Espinoza,8.65E-06,2.05E-05
ARG,multidrug,MEXT,Rabida,0,0
ARG,multidrug,MEXV,Cabo Douglas,0,0
ARG,multidrug,MEXV,Punta Espinoza,4.95E-06,1.72E-05
ARG,multidrug,MEXV,Rabida,0,0
ARG,multidrug,MEXX,Cabo Douglas,5.98E-06,2.07E-05
ARG,multidrug,MEXX,Punta Espinoza,4.59E-06,1.59E-05
ARG,multidrug,MEXX,Rabida,0,0
ARG,multidrug,MGRB,Cabo Douglas,2.35E-05,3.50E-05
ARG,multidrug,MGRB,Punta Espinoza,1.48E-05,2.74E-05
ARG,multidrug,MGRB,Rabida,8.63E-06,2.44E-05
ARG,multidrug,MTRA,Cabo Douglas,6.58E-05,1.44E-05
ARG,multidrug,MTRA,Punta Espinoza,5.87E-05,9.90E-06
ARG,multidrug,MTRA,Rabida,6.37E-05,7.26E-06
ARG,multidrug,MTRE,Cabo Douglas,0,0
ARG,multidrug,MTRE,Punta Espinoza,3.70E-06,1.28E-05
ARG,multidrug,MTRE,Rabida,0,0
ARG,multidrug,MULTIDRUG_ABC_TRANSPORTER,Cabo Douglas,6.58E-05,1.44E-05
ARG,multidrug,MULTIDRUG_ABC_TRANSPORTER,Punta Espinoza,5.87E-05,9.90E-06
ARG,multidrug,MULTIDRUG_ABC_TRANSPORTER,Rabida,6.37E-05,7.26E-06
ARG,multidrug,OMPR,Cabo Douglas,6.58E-05,1.44E-05
ARG,multidrug,OMPR,Punta Espinoza,5.87E-05,9.90E-06
ARG,multidrug,OMPR,Rabida,6.37E-05,7.26E-06
ARG,multidrug,OPCM,Cabo Douglas,0,0
ARG,multidrug,OPCM,Punta Espinoza,2.83E-05,3.07E-05
ARG,multidrug,OPCM,Rabida,1.56E-05,2.90E-05
ARG,multidrug,OPRA,Cabo Douglas,0,0
ARG,multidrug,OPRA,Punta Espinoza,1.06E-05,2.48E-05
ARG,multidrug,OPRA,Rabida,0,0
ARG,multidrug,OPRC,Cabo Douglas,2.33E-05,2.97E-05
ARG,multidrug,OPRC,Punta Espinoza,4.82E-05,2.45E-05
ARG,multidrug,OPRC,Rabida,0,0
ARG,multidrug,OPRM,Cabo Douglas,2.27E-05,3.42E-05
ARG,multidrug,OPRM,Punta Espinoza,3.74E-05,2.87E-05
ARG,multidrug,OPRM,Rabida,6.98E-06,1.97E-05
ARG,multidrug,OPRN,Cabo Douglas,2.07E-05,3.08E-05
ARG,multidrug,OPRN,Punta Espinoza,2.19E-05,2.77E-05
ARG,multidrug,OPRN,Rabida,1.66E-05,3.12E-05
ARG,multidrug,PMRA,Cabo Douglas,1.15E-05,2.68E-05
ARG,multidrug,PMRA,Punta Espinoza,3.70E-06,1.28E-05
ARG,multidrug,PMRA,Rabida,0,0
ARG,multidrug,POXTA,Cabo Douglas,5.24E-05,2.69E-05
ARG,multidrug,POXTA,Punta Espinoza,5.46E-05,1.96E-05
ARG,multidrug,POXTA,Rabida,6.37E-05,7.26E-06
ARG,multidrug,QACG,Cabo Douglas,3.49E-06,1.21E-05
ARG,multidrug,QACG,Punta Espinoza,3.06E-05,3.28E-05
ARG,multidrug,QACG,Rabida,1.64E-05,3.03E-05
ARG,multidrug,RAMA,Cabo Douglas,6.58E-05,1.44E-05
ARG,multidrug,RAMA,Punta Espinoza,5.87E-05,9.90E-06
ARG,multidrug,RAMA,Rabida,6.37E-05,7.26E-06
ARG,multidrug,RPOB2,Cabo Douglas,6.58E-05,1.44E-05
ARG,multidrug,RPOB2,Punta Espinoza,5.87E-05,9.90E-06
ARG,multidrug,RPOB2,Rabida,6.37E-05,7.26E-06
ARG,multidrug,SMER,Cabo Douglas,4.49E-05,3.39E-05
ARG,multidrug,SMER,Punta Espinoza,5.38E-05,1.96E-05
ARG,multidrug,SMER,Rabida,5.52E-05,2.34E-05
ARG,multidrug,TOLC,Cabo Douglas,0,0
ARG,multidrug,TOLC,Punta Espinoza,4.95E-06,1.72E-05
ARG,multidrug,TOLC,Rabida,0,0
ARG,multidrug,TYPE_A_NFXB,Cabo Douglas,0,0
ARG,multidrug,TYPE_A_NFXB,Punta Espinoza,0,0
ARG,multidrug,TYPE_A_NFXB,Rabida,7.86E-06,2.22E-05
ARG,multidrug,YKKC,Cabo Douglas,4.36E-05,3.34E-05
ARG,multidrug,YKKC,Punta Espinoza,4.74E-05,2.36E-05
ARG,multidrug,YKKC,Rabida,3.18E-05,3.42E-05
ARG,multidrug,YKKD,Cabo Douglas,2.66E-05,3.32E-05
ARG,multidrug,YKKD,Punta Espinoza,4.23E-05,2.67E-05
ARG,multidrug,YKKD,Rabida,5.68E-05,2.38E-05
ARG,mupirocin,STAPHYLOCOCCUS_MUPA_CONFERRING_RESISTANCE_TO_MUPIROCIN,Cabo Douglas,6.58E-05,1.44E-05
ARG,mupirocin,STAPHYLOCOCCUS_MUPA_CONFERRING_RESISTANCE_TO_MUPIROCIN,Punta Espinoza,5.87E-05,9.90E-06
ARG,mupirocin,STAPHYLOCOCCUS_MUPA_CONFERRING_RESISTANCE_TO_MUPIROCIN,Rabida,6.37E-05,7.26E-06
ARG,oxazolidinone,OPTRA,Cabo Douglas,8.97E-06,2.16E-05
ARG,oxazolidinone,OPTRA,Punta Espinoza,6.28E-06,2.17E-05
ARG,oxazolidinone,OPTRA,Rabida,1.56E-05,2.90E-05
ARG,peptide,BAHA,Cabo Douglas,5.48E-06,1.90E-05
ARG,peptide,BAHA,Punta Espinoza,1.00E-05,2.34E-05
ARG,peptide,BAHA,Rabida,1.39E-05,2.57E-05
ARG,peptide,EPTA,Cabo Douglas,0,0
ARG,peptide,EPTA,Punta Espinoza,3.70E-06,1.28E-05
ARG,peptide,EPTA,Rabida,0,0
ARG,peptide,PGPB,Cabo Douglas,0,0
ARG,peptide,PGPB,Punta Espinoza,1.80E-05,2.70E-05
ARG,peptide,PGPB,Rabida,0,0
ARG,peptide,PMRF,Cabo Douglas,6.58E-05,1.44E-05
ARG,peptide,PMRF,Punta Espinoza,5.87E-05,9.90E-06
ARG,peptide,PMRF,Rabida,6.37E-05,7.26E-06
ARG,peptide,UGD,Cabo Douglas,6.58E-05,1.44E-05
ARG,peptide,UGD,Punta Espinoza,5.87E-05,9.90E-06
ARG,peptide,UGD,Rabida,6.37E-05,7.26E-06
ARG,peptide,VIBRIO_CHOLERAE_OMPU,Cabo Douglas,0,0
ARG,peptide,VIBRIO_CHOLERAE_OMPU,Punta Espinoza,4.95E-06,1.72E-05
ARG,peptide,VIBRIO_CHOLERAE_OMPU,Rabida,0,0
ARG,peptide,YOJI,Cabo Douglas,1.76E-05,2.66E-05
ARG,peptide,YOJI,Punta Espinoza,0,0
ARG,peptide,YOJI,Rabida,0,0
ARG,phenicol,CAT_CHLORAMPHENICOL_ACETYLTRANSFERASE,Cabo Douglas,6.58E-05,1.44E-05
ARG,phenicol,CAT_CHLORAMPHENICOL_ACETYLTRANSFERASE,Punta Espinoza,5.87E-05,9.90E-06
ARG,phenicol,CAT_CHLORAMPHENICOL_ACETYLTRANSFERASE,Rabida,5.62E-05,2.38E-05
ARG,phenicol,CATA,Cabo Douglas,5.48E-06,1.90E-05
ARG,phenicol,CATA,Punta Espinoza,1.29E-05,2.39E-05
ARG,phenicol,CATA,Rabida,7.65E-06,2.16E-05
ARG,phenicol,CATB,Cabo Douglas,0,0
ARG,phenicol,CATB,Punta Espinoza,2.59E-05,2.76E-05
ARG,phenicol,CATB,Rabida,0,0
ARG,phenicol,CATD,Cabo Douglas,0,0
ARG,phenicol,CATD,Punta Espinoza,0,0
ARG,phenicol,CATD,Rabida,7.65E-06,2.16E-05
ARG,phenicol,CFRC,Cabo Douglas,5.98E-05,2.37E-05
ARG,phenicol,CFRC,Punta Espinoza,5.87E-05,9.90E-06
ARG,phenicol,CFRC,Rabida,5.59E-05,2.37E-05
ARG,phenicol,CHLORAMPHENICOL_AND_FLORFENICOL_RESISTANCE,Cabo Douglas,6.58E-05,1.44E-05
ARG,phenicol,CHLORAMPHENICOL_AND_FLORFENICOL_RESISTANCE,Punta Espinoza,5.87E-05,9.90E-06
ARG,phenicol,CHLORAMPHENICOL_AND_FLORFENICOL_RESISTANCE,Rabida,6.37E-05,7.26E-06
ARG,phenicol,CHLORAMPHENICOL_EXPORTER,Cabo Douglas,0,0
ARG,phenicol,CHLORAMPHENICOL_EXPORTER,Punta Espinoza,7.24E-06,1.69E-05
ARG,phenicol,CHLORAMPHENICOL_EXPORTER,Rabida,9.60E-06,2.72E-05
ARG,phenicol,CLBA,Cabo Douglas,6.03E-05,2.38E-05
ARG,phenicol,CLBA,Punta Espinoza,5.87E-05,9.90E-06
ARG,phenicol,CLBA,Rabida,6.37E-05,7.26E-06
ARG,phenicol,CLBB,Cabo Douglas,6.58E-05,1.44E-05
ARG,phenicol,CLBB,Punta Espinoza,5.87E-05,9.90E-06
ARG,phenicol,CLBB,Rabida,6.37E-05,7.26E-06
ARG,phenicol,CLBC,Cabo Douglas,1.09E-05,2.55E-05
ARG,phenicol,CLBC,Punta Espinoza,3.23E-05,2.95E-05
ARG,phenicol,CLBC,Rabida,6.92E-06,1.96E-05
ARG,phenicol,CMLA,Cabo Douglas,0,0
ARG,phenicol,CMLA,Punta Espinoza,3.70E-06,1.28E-05
ARG,phenicol,CMLA,Rabida,0,0
ARG,pleuromutilin,TAEA,Cabo Douglas,6.58E-05,1.44E-05
ARG,pleuromutilin,TAEA,Punta Espinoza,5.87E-05,9.90E-06
ARG,pleuromutilin,TAEA,Rabida,6.37E-05,7.26E-06
ARG,polyamine:peptide,EDEQ,Cabo Douglas,6.23E-05,2.32E-05
ARG,polyamine:peptide,EDEQ,Punta Espinoza,5.24E-05,1.85E-05
ARG,polyamine:peptide,EDEQ,Rabida,6.37E-05,7.26E-06
ARG,rifamycin,RPHB,Cabo Douglas,0,0
ARG,rifamycin,RPHB,Punta Espinoza,4.53E-06,1.57E-05
ARG,rifamycin,RPHB,Rabida,0,0
ARG,sulfonamide,SUL2,Cabo Douglas,0,0
ARG,sulfonamide,SUL2,Punta Espinoza,0,0
ARG,sulfonamide,SUL2,Rabida,7.65E-06,2.16E-05
ARG,sulfonamide,SUL3,Cabo Douglas,0,0
ARG,sulfonamide,SUL3,Punta Espinoza,9.39E-06,2.21E-05
ARG,sulfonamide,SUL3,Rabida,0,0
ARG,sulfonamide,SUL4,Cabo Douglas,6.58E-05,1.44E-05
ARG,sulfonamide,SUL4,Punta Espinoza,5.87E-05,9.90E-06
ARG,sulfonamide,SUL4,Rabida,6.37E-05,7.26E-06
ARG,tetracycline,TCR3,Cabo Douglas,1.76E-05,2.66E-05
ARG,tetracycline,TCR3,Punta Espinoza,0,0
ARG,tetracycline,TCR3,Rabida,0,0
ARG,tetracycline,TET34,Cabo Douglas,2.30E-05,2.93E-05
ARG,tetracycline,TET34,Punta Espinoza,3.60E-05,2.74E-05
ARG,tetracycline,TET34,Rabida,1.81E-05,3.36E-05
ARG,tetracycline,TET35,Cabo Douglas,6.58E-05,1.44E-05
ARG,tetracycline,TET35,Punta Espinoza,5.87E-05,9.90E-06
ARG,tetracycline,TET35,Rabida,6.37E-05,7.26E-06
ARG,tetracycline,TET41,Cabo Douglas,0,0
ARG,tetracycline,TET41,Punta Espinoza,4.11E-06,1.42E-05
ARG,tetracycline,TET41,Rabida,0,0
ARG,tetracycline,TETA,Cabo Douglas,1.76E-05,2.66E-05
ARG,tetracycline,TETA,Punta Espinoza,3.70E-06,1.28E-05
ARG,tetracycline,TETA,Rabida,0,0
ARG,tetracycline,TETA(46),Cabo Douglas,5.49E-06,1.90E-05
ARG,tetracycline,TETA(46),Punta Espinoza,1.06E-05,2.48E-05
ARG,tetracycline,TETA(46),Rabida,1.45E-05,2.69E-05
ARG,tetracycline,TETA(48),Cabo Douglas,6.58E-05,1.44E-05
ARG,tetracycline,TETA(48),Punta Espinoza,5.87E-05,9.90E-06
ARG,tetracycline,TETA(48),Rabida,6.37E-05,7.26E-06
ARG,tetracycline,TETA(60),Cabo Douglas,6.03E-05,2.38E-05
ARG,tetracycline,TETA(60),Punta Espinoza,4.90E-05,2.47E-05
ARG,tetracycline,TETA(60),Rabida,6.37E-05,7.26E-06
ARG,tetracycline,TETB(46),Cabo Douglas,4.07E-05,3.79E-05
ARG,tetracycline,TETB(46),Punta Espinoza,2.36E-05,3.01E-05
ARG,tetracycline,TETB(46),Rabida,1.45E-05,2.69E-05
ARG,tetracycline,TETB(60),Cabo Douglas,6.23E-05,2.32E-05
ARG,tetracycline,TETB(60),Punta Espinoza,5.87E-05,9.90E-06
ARG,tetracycline,TETB(60),Rabida,6.37E-05,7.26E-06
ARG,tetracycline,TETD,Cabo Douglas,6.58E-05,1.44E-05
ARG,tetracycline,TETD,Punta Espinoza,5.87E-05,9.90E-06
ARG,tetracycline,TETD,Rabida,6.37E-05,7.26E-06
ARG,tetracycline,TETM,Cabo Douglas,0,0
ARG,tetracycline,TETM,Punta Espinoza,8.14E-06,1.92E-05
ARG,tetracycline,TETM,Rabida,0,0
ARG,tetracycline,TETP,Cabo Douglas,6.58E-05,1.44E-05
ARG,tetracycline,TETP,Punta Espinoza,5.87E-05,9.90E-06
ARG,tetracycline,TETP,Rabida,6.37E-05,7.26E-06
ARG,tetracycline,TETR,Cabo Douglas,1.99E-05,3.67E-05
ARG,tetracycline,TETR,Punta Espinoza,0,0
ARG,tetracycline,TETR,Rabida,0,0
ARG,tetracycline,TETT,Cabo Douglas,5.98E-05,2.37E-05
ARG,tetracycline,TETT,Punta Espinoza,5.87E-05,9.90E-06
ARG,tetracycline,TETT,Rabida,6.37E-05,7.26E-06
ARG,tetracycline,TETX,Cabo Douglas,1.76E-05,2.66E-05
ARG,tetracycline,TETX,Punta Espinoza,3.70E-06,1.28E-05
ARG,tetracycline,TETX,Rabida,0,0
ARG,triclosan,TRIA,Cabo Douglas,0,0
ARG,triclosan,TRIA,Punta Espinoza,8.65E-06,2.05E-05
ARG,triclosan,TRIA,Rabida,1.81E-05,3.36E-05
ARG,triclosan,TRIC,Cabo Douglas,1.76E-05,2.66E-05
ARG,triclosan,TRIC,Punta Espinoza,3.70E-06,1.28E-05
ARG,triclosan,TRIC,Rabida,0,0
ARG,unclassified,BACTERIAL_REGULATORY_PROTEIN_LUXR,Cabo Douglas,0,0
ARG,unclassified,BACTERIAL_REGULATORY_PROTEIN_LUXR,Punta Espinoza,2.80E-05,2.99E-05
ARG,unclassified,BACTERIAL_REGULATORY_PROTEIN_LUXR,Rabida,0,0
ARG,unclassified,CAMP-REGULATORY_PROTEIN,Cabo Douglas,2.38E-05,3.01E-05
ARG,unclassified,CAMP-REGULATORY_PROTEIN,Punta Espinoza,5.32E-05,1.93E-05
ARG,unclassified,CAMP-REGULATORY_PROTEIN,Rabida,5.52E-05,2.34E-05
ARG,unclassified,COB(I)ALAMIN_ADENOLSYLTRANSFERASE,Cabo Douglas,6.58E-05,1.44E-05
ARG,unclassified,COB(I)ALAMIN_ADENOLSYLTRANSFERASE,Punta Espinoza,5.87E-05,9.90E-06
ARG,unclassified,COB(I)ALAMIN_ADENOLSYLTRANSFERASE,Rabida,6.37E-05,7.26E-06
ARG,unclassified,CYSTATHIONINE_BETA-LYASE_PATB,Cabo Douglas,6.58E-05,1.44E-05
ARG,unclassified,CYSTATHIONINE_BETA-LYASE_PATB,Punta Espinoza,5.87E-05,9.90E-06
ARG,unclassified,CYSTATHIONINE_BETA-LYASE_PATB,Rabida,6.37E-05,7.26E-06
ARG,unclassified,DNA-BINDING_PROTEIN_H-NS,Cabo Douglas,5.48E-06,1.90E-05
ARG,unclassified,DNA-BINDING_PROTEIN_H-NS,Punta Espinoza,4.95E-06,1.72E-05
ARG,unclassified,DNA-BINDING_PROTEIN_H-NS,Rabida,0,0
ARG,unclassified,RPSD_(RAMA_OR_SUD2),Cabo Douglas,4.25E-05,3.85E-05
ARG,unclassified,RPSD_(RAMA_OR_SUD2),Punta Espinoza,3.85E-05,2.98E-05
ARG,unclassified,RPSD_(RAMA_OR_SUD2),Rabida,3.79E-05,3.17E-05
ARG,unclassified,THIOSTREPTON_RESISTANCE_METHYLASE_TSNR,Cabo Douglas,0,0
ARG,unclassified,THIOSTREPTON_RESISTANCE_METHYLASE_TSNR,Punta Espinoza,5.29E-06,1.83E-05
ARG,unclassified,THIOSTREPTON_RESISTANCE_METHYLASE_TSNR,Rabida,0,0
ARG,unclassified,TRANSCRIPTIONAL_REGULATORY_PROTEIN_CPXR_CPXR,Cabo Douglas,6.58E-05,1.44E-05
ARG,unclassified,TRANSCRIPTIONAL_REGULATORY_PROTEIN_CPXR_CPXR,Punta Espinoza,5.87E-05,9.90E-06
ARG,unclassified,TRANSCRIPTIONAL_REGULATORY_PROTEIN_CPXR_CPXR,Rabida,6.37E-05,7.26E-06
ARG,unclassified,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,Cabo Douglas,6.58E-05,1.44E-05
ARG,unclassified,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,Punta Espinoza,5.87E-05,9.90E-06
ARG,unclassified,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,Rabida,6.37E-05,7.26E-06
ARG,unclassified,TWO-COMPONENT_SYSTEM_RESPONSE_REGULATOR_EVGA,Cabo Douglas,0,0
ARG,unclassified,TWO-COMPONENT_SYSTEM_RESPONSE_REGULATOR_EVGA,Punta Espinoza,3.70E-06,1.28E-05
ARG,unclassified,TWO-COMPONENT_SYSTEM_RESPONSE_REGULATOR_EVGA,Rabida,0,0
MGE,competence,competence-accC',Cabo Douglas,0,0
MGE,competence,competence-accC',Punta Espinoza,5.57E-06,1.93E-05
MGE,competence,competence-accC',Rabida,8.63E-06,2.44E-05
MGE,competence,competence-cinA,Cabo Douglas,8.59E-06,2.05E-05
MGE,competence,competence-cinA,Punta Espinoza,3.34E-05,3.04E-05
MGE,competence,competence-cinA,Rabida,3.90E-05,3.30E-05
MGE,competence,competence-comM,Cabo Douglas,6.58E-05,1.44E-05
MGE,competence,competence-comM,Punta Espinoza,5.87E-05,9.90E-06
MGE,competence,competence-comM,Rabida,6.37E-05,7.26E-06
MGE,competence,competence-dprA,Cabo Douglas,1.74E-05,3.15E-05
MGE,competence,competence-dprA,Punta Espinoza,2.75E-05,3.43E-05
MGE,competence,competence-dprA,Rabida,0,0
MGE,competence,competence-endA,Cabo Douglas,6.58E-05,1.44E-05
MGE,competence,competence-endA,Punta Espinoza,5.87E-05,9.90E-06
MGE,competence,competence-endA,Rabida,6.37E-05,7.26E-06
MGE,competence,competence-mecB,Cabo Douglas,6.58E-05,1.44E-05
MGE,competence,competence-mecB,Punta Espinoza,5.31E-05,1.93E-05
MGE,competence,competence-mecB,Rabida,6.37E-05,7.26E-06
MGE,competence,competence-NA:Keyword,Cabo Douglas,6.58E-05,1.44E-05
MGE,competence,competence-NA:Keyword,Punta Espinoza,5.87E-05,9.90E-06
MGE,competence,competence-NA:Keyword,Rabida,6.37E-05,7.26E-06
MGE,competence,competence-oppA,Cabo Douglas,5.44E-05,2.91E-05
MGE,competence,competence-oppA,Punta Espinoza,4.78E-05,2.42E-05
MGE,competence,competence-oppA,Rabida,4.04E-05,3.41E-05
MGE,competence,competence-oppB,Cabo Douglas,5.98E-05,2.37E-05
MGE,competence,competence-oppB,Punta Espinoza,4.96E-05,2.46E-05
MGE,competence,competence-oppB,Rabida,4.65E-05,2.91E-05
MGE,competence,competence-oppC,Cabo Douglas,2.92E-05,3.81E-05
MGE,competence,competence-oppC,Punta Espinoza,4.35E-05,2.77E-05
MGE,competence,competence-oppC,Rabida,1.54E-05,2.88E-05
MGE,competence,competence-oppD,Cabo Douglas,6.58E-05,1.44E-05
MGE,competence,competence-oppD,Punta Espinoza,5.87E-05,9.90E-06
MGE,competence,competence-oppD,Rabida,6.37E-05,7.26E-06
MGE,competence,competence-oppF,Cabo Douglas,6.58E-05,1.44E-05
