Label,id,Type,Superclass,Class,Gene
Thermodesulfobacterium,365,Taxa,Thermodesulfobacterium,Thermodesulfobacterium,Thermodesulfobacterium
Desulfallas,366,Taxa,Desulfallas,Desulfallas,Desulfallas
Ethanoligenens,367,Taxa,Ethanoligenens,Ethanoligenens,Ethanoligenens
Caulobacter,368,Taxa,Caulobacter,Caulobacter,Caulobacter
Deinococcus,369,Taxa,Deinococcus,Deinococcus,Deinococcus
Aliivibrio,370,Taxa,Aliivibrio,Aliivibrio,Aliivibrio
Azoarcus,371,Taxa,Azoarcus,Azoarcus,Azoarcus
Anabaena,372,Taxa,Anabaena,Anabaena,Anabaena
Pectinatus,373,Taxa,Pectinatus,Pectinatus,Pectinatus
Neobacillus,374,Taxa,Neobacillus,Neobacillus,Neobacillus
Herbaspirillum,375,Taxa,Herbaspirillum,Herbaspirillum,Herbaspirillum
Labrys,376,Taxa,Labrys,Labrys,Labrys
Sphingopyxis,377,Taxa,Sphingopyxis,Sphingopyxis,Sphingopyxis
Trueperella,378,Taxa,Trueperella,Trueperella,Trueperella
Dialister,379,Taxa,Dialister,Dialister,Dialister
Ochrobactrum,380,Taxa,Ochrobactrum,Ochrobactrum,Ochrobactrum
Desulfohalobium,381,Taxa,Desulfohalobium,Desulfohalobium,Desulfohalobium
Sneathia,382,Taxa,Sneathia,Sneathia,Sneathia
Brochothrix,383,Taxa,Brochothrix,Brochothrix,Brochothrix
Fischerella,384,Taxa,Fischerella,Fischerella,Fischerella
Blastochloris,385,Taxa,Blastochloris,Blastochloris,Blastochloris
Paraglaciecola,386,Taxa,Paraglaciecola,Paraglaciecola,Paraglaciecola
Methanocaldococcus,387,Taxa,Methanocaldococcus,Methanocaldococcus,Methanocaldococcus
Neorhizobium,388,Taxa,Neorhizobium,Neorhizobium,Neorhizobium
Devosia,389,Taxa,Devosia,Devosia,Devosia
Natranaerobius,390,Taxa,Natranaerobius,Natranaerobius,Natranaerobius
Dysgonomonas,391,Taxa,Dysgonomonas,Dysgonomonas,Dysgonomonas
Marinobacter,392,Taxa,Marinobacter,Marinobacter,Marinobacter
Marinomonas,393,Taxa,Marinomonas,Marinomonas,Marinomonas
Actinobacillus,394,Taxa,Actinobacillus,Actinobacillus,Actinobacillus
Alicycliphilus,395,Taxa,Alicycliphilus,Alicycliphilus,Alicycliphilus
Liberibacter,396,Taxa,Liberibacter,Liberibacter,Liberibacter
Petrotoga,397,Taxa,Petrotoga,Petrotoga,Petrotoga
Halothermothrix,398,Taxa,Halothermothrix,Halothermothrix,Halothermothrix
Acetohalobium,399,Taxa,Acetohalobium,Acetohalobium,Acetohalobium
Azorhizobium,400,Taxa,Azorhizobium,Azorhizobium,Azorhizobium
Pseudopropionibacterium,401,Taxa,Pseudopropionibacterium,Pseudopropionibacterium,Pseudopropionibacterium
Ehrlichia,402,Taxa,Ehrlichia,Ehrlichia,Ehrlichia
Fastidiosipila,403,Taxa,Fastidiosipila,Fastidiosipila,Fastidiosipila
Ramlibacter,404,Taxa,Ramlibacter,Ramlibacter,Ramlibacter
Halobacteriovorax,405,Taxa,Halobacteriovorax,Halobacteriovorax,Halobacteriovorax
Tepidanaerobacter,406,Taxa,Tepidanaerobacter,Tepidanaerobacter,Tepidanaerobacter
Paraprevotella,407,Taxa,Paraprevotella,Paraprevotella,Paraprevotella
Muribaculum,408,Taxa,Muribaculum,Muribaculum,Muribaculum
Microvirga,409,Taxa,Microvirga,Microvirga,Microvirga
Brevundimonas,410,Taxa,Brevundimonas,Brevundimonas,Brevundimonas
Dokdonia,411,Taxa,Dokdonia,Dokdonia,Dokdonia
Amycolatopsis,412,Taxa,Amycolatopsis,Amycolatopsis,Amycolatopsis
Mucinivorans,413,Taxa,Mucinivorans,Mucinivorans,Mucinivorans
Variibacter,414,Taxa,Variibacter,Variibacter,Variibacter
Thermodesulfobium,415,Taxa,Thermodesulfobium,Thermodesulfobium,Thermodesulfobium
Pseudoleptotrichia,416,Taxa,Pseudoleptotrichia,Pseudoleptotrichia,Pseudoleptotrichia
Pseudonocardia,417,Taxa,Pseudonocardia,Pseudonocardia,Pseudonocardia
Acidianus,418,Taxa,Acidianus,Acidianus,Acidianus
Borreliella,419,Taxa,Borreliella,Borreliella,Borreliella
Hydrogenobacter,420,Taxa,Hydrogenobacter,Hydrogenobacter,Hydrogenobacter
Lentibacillus,421,Taxa,Lentibacillus,Lentibacillus,Lentibacillus
Pontibacillus,422,Taxa,Pontibacillus,Pontibacillus,Pontibacillus
Methylosinus,423,Taxa,Methylosinus,Methylosinus,Methylosinus
Draconibacterium,424,Taxa,Draconibacterium,Draconibacterium,Draconibacterium
Mariprofundus,425,Taxa,Mariprofundus,Mariprofundus,Mariprofundus
Auricoccus,426,Taxa,Auricoccus,Auricoccus,Auricoccus
Chelatococcus,427,Taxa,Chelatococcus,Chelatococcus,Chelatococcus
Desulfobulbus,428,Taxa,Desulfobulbus,Desulfobulbus,Desulfobulbus
Phascolarctobacterium,429,Taxa,Phascolarctobacterium,Phascolarctobacterium,Phascolarctobacterium
Cellulomonas,430,Taxa,Cellulomonas,Cellulomonas,Cellulomonas
Aneurinibacillus,431,Taxa,Aneurinibacillus,Aneurinibacillus,Aneurinibacillus
Lonsdalea,432,Taxa,Lonsdalea,Lonsdalea,Lonsdalea
Adlercreutzia,433,Taxa,Adlercreutzia,Adlercreutzia,Adlercreutzia
Pelobacter,434,Taxa,Pelobacter,Pelobacter,Pelobacter
Kiritimatiella,435,Taxa,Kiritimatiella,Kiritimatiella,Kiritimatiella
Paludibacter,436,Taxa,Paludibacter,Paludibacter,Paludibacter
Ezakiella,437,Taxa,Ezakiella,Ezakiella,Ezakiella
Urechidicola,438,Taxa,Urechidicola,Urechidicola,Urechidicola
Candidatus Sulcia,439,Taxa,Candidatus Sulcia,Candidatus Sulcia,Candidatus Sulcia
Jeotgalibacillus,440,Taxa,Jeotgalibacillus,Jeotgalibacillus,Jeotgalibacillus
Desulfococcus,441,Taxa,Desulfococcus,Desulfococcus,Desulfococcus
Sulfitobacter,442,Taxa,Sulfitobacter,Sulfitobacter,Sulfitobacter
Olleya,443,Taxa,Olleya,Olleya,Olleya
Dolosigranulum,444,Taxa,Dolosigranulum,Dolosigranulum,Dolosigranulum
Labilibaculum,445,Taxa,Labilibaculum,Labilibaculum,Labilibaculum
Pontibacter,446,Taxa,Pontibacter,Pontibacter,Pontibacter
Megasphaera,447,Taxa,Megasphaera,Megasphaera,Megasphaera
Novosphingobium,448,Taxa,Novosphingobium,Novosphingobium,Novosphingobium
Tessaracoccus,449,Taxa,Tessaracoccus,Tessaracoccus,Tessaracoccus
Rhodobacter,450,Taxa,Rhodobacter,Rhodobacter,Rhodobacter
Thiomicrorhabdus,451,Taxa,Thiomicrorhabdus,Thiomicrorhabdus,Thiomicrorhabdus
Duncaniella,452,Taxa,Duncaniella,Duncaniella,Duncaniella
Biomaibacter,453,Taxa,Biomaibacter,Biomaibacter,Biomaibacter
Labrenzia,454,Taxa,Labrenzia,Labrenzia,Labrenzia
Humibacter,455,Taxa,Humibacter,Humibacter,Humibacter
Candidatus Planktophila,456,Taxa,Candidatus Planktophila,Candidatus Planktophila,Candidatus Planktophila
Pseudothermotoga,457,Taxa,Pseudothermotoga,Pseudothermotoga,Pseudothermotoga
Janthinobacterium,458,Taxa,Janthinobacterium,Janthinobacterium,Janthinobacterium
Leptolyngbya,459,Taxa,Leptolyngbya,Leptolyngbya,Leptolyngbya
Oenococcus,460,Taxa,Oenococcus,Oenococcus,Oenococcus
Desulfuromonas,461,Taxa,Desulfuromonas,Desulfuromonas,Desulfuromonas
Agromyces,462,Taxa,Agromyces,Agromyces,Agromyces
Phycicoccus,463,Taxa,Phycicoccus,Phycicoccus,Phycicoccus
Pectobacterium,464,Taxa,Pectobacterium,Pectobacterium,Pectobacterium
Polaromonas,465,Taxa,Polaromonas,Polaromonas,Polaromonas
Heliorestis,466,Taxa,Heliorestis,Heliorestis,Heliorestis
Aquabacterium,467,Taxa,Aquabacterium,Aquabacterium,Aquabacterium
Psychromonas,468,Taxa,Psychromonas,Psychromonas,Psychromonas
Rathayibacter,469,Taxa,Rathayibacter,Rathayibacter,Rathayibacter
Aeribacillus,470,Taxa,Aeribacillus,Aeribacillus,Aeribacillus
Sorangium,471,Taxa,Sorangium,Sorangium,Sorangium
Candidatus Azobacteroides,472,Taxa,Candidatus Azobacteroides,Candidatus Azobacteroides,Candidatus Azobacteroides
Candidatus Kinetoplastibacterium,473,Taxa,Candidatus Kinetoplastibacterium,Candidatus Kinetoplastibacterium,Candidatus Kinetoplastibacterium
Moraxella,474,Taxa,Moraxella,Moraxella,Moraxella
Wenyingzhuangia,475,Taxa,Wenyingzhuangia,Wenyingzhuangia,Wenyingzhuangia
Erythrobacter,476,Taxa,Erythrobacter,Erythrobacter,Erythrobacter
Zunongwangia,477,Taxa,Zunongwangia,Zunongwangia,Zunongwangia
Thauera,478,Taxa,Thauera,Thauera,Thauera
Candidatus Blochmannia,479,Taxa,Candidatus Blochmannia,Candidatus Blochmannia,Candidatus Blochmannia
Sulfurihydrogenibium,480,Taxa,Sulfurihydrogenibium,Sulfurihydrogenibium,Sulfurihydrogenibium
Sulfolobus,481,Taxa,Sulfolobus,Sulfolobus,Sulfolobus
Arsenophonus,482,Taxa,Arsenophonus,Arsenophonus,Arsenophonus
Rummeliibacillus,483,Taxa,Rummeliibacillus,Rummeliibacillus,Rummeliibacillus
Microbulbifer,484,Taxa,Microbulbifer,Microbulbifer,Microbulbifer
Methylomusa,485,Taxa,Methylomusa,Methylomusa,Methylomusa
Komagataeibacter,486,Taxa,Komagataeibacter,Komagataeibacter,Komagataeibacter
Apibacter,487,Taxa,Apibacter,Apibacter,Apibacter
Roseovarius,488,Taxa,Roseovarius,Roseovarius,Roseovarius
Trichodesmium,489,Taxa,Trichodesmium,Trichodesmium,Trichodesmium
Methanosphaera,490,Taxa,Methanosphaera,Methanosphaera,Methanosphaera
Lysobacter,491,Taxa,Lysobacter,Lysobacter,Lysobacter
Salegentibacter,492,Taxa,Salegentibacter,Salegentibacter,Salegentibacter
Taylorella,493,Taxa,Taylorella,Taylorella,Taylorella
Fermentimonas,494,Taxa,Fermentimonas,Fermentimonas,Fermentimonas
Altererythrobacter,495,Taxa,Altererythrobacter,Altererythrobacter,Altererythrobacter
Tumebacillus,496,Taxa,Tumebacillus,Tumebacillus,Tumebacillus
Planktothrix,497,Taxa,Planktothrix,Planktothrix,Planktothrix
Allofrancisella,498,Taxa,Allofrancisella,Allofrancisella,Allofrancisella
Actinoplanes,499,Taxa,Actinoplanes,Actinoplanes,Actinoplanes
Echinicola,500,Taxa,Echinicola,Echinicola,Echinicola
Kosmotoga,501,Taxa,Kosmotoga,Kosmotoga,Kosmotoga
Caminibacter,502,Taxa,Caminibacter,Caminibacter,Caminibacter
Chromobacterium,503,Taxa,Chromobacterium,Chromobacterium,Chromobacterium
Celeribacter,504,Taxa,Celeribacter,Celeribacter,Celeribacter
Tistrella,505,Taxa,Tistrella,Tistrella,Tistrella
Denitratisoma,506,Taxa,Denitratisoma,Denitratisoma,Denitratisoma
Entomoplasma,507,Taxa,Entomoplasma,Entomoplasma,Entomoplasma
Kordia,508,Taxa,Kordia,Kordia,Kordia
Syntrophomonas,509,Taxa,Syntrophomonas,Syntrophomonas,Syntrophomonas
Dolichospermum,510,Taxa,Dolichospermum,Dolichospermum,Dolichospermum
Thermacetogenium,511,Taxa,Thermacetogenium,Thermacetogenium,Thermacetogenium
Ignavibacterium,512,Taxa,Ignavibacterium,Ignavibacterium,Ignavibacterium
Acidaminococcus,513,Taxa,Acidaminococcus,Acidaminococcus,Acidaminococcus
Thermococcus,514,Taxa,Thermococcus,Thermococcus,Thermococcus
Moorea,515,Taxa,Moorea,Moorea,Moorea
Chondrocystis,516,Taxa,Chondrocystis,Chondrocystis,Chondrocystis
Nautilia,517,Taxa,Nautilia,Nautilia,Nautilia
Alkalitalea,518,Taxa,Alkalitalea,Alkalitalea,Alkalitalea
Deferribacter,519,Taxa,Deferribacter,Deferribacter,Deferribacter
Pseudoarcobacter,520,Taxa,Pseudoarcobacter,Pseudoarcobacter,Pseudoarcobacter
Raoultella,521,Taxa,Raoultella,Raoultella,Raoultella
Candidatus Hamiltonella,522,Taxa,Candidatus Hamiltonella,Candidatus Hamiltonella,Candidatus Hamiltonella
Thermodesulfovibrio,523,Taxa,Thermodesulfovibrio,Thermodesulfovibrio,Thermodesulfovibrio
Syntrophobotulus,524,Taxa,Syntrophobotulus,Syntrophobotulus,Syntrophobotulus
Scytonema,525,Taxa,Scytonema,Scytonema,Scytonema
Rahnella,526,Taxa,Rahnella,Rahnella,Rahnella
Dietzia,527,Taxa,Dietzia,Dietzia,Dietzia
Lawsonella,528,Taxa,Lawsonella,Lawsonella,Lawsonella
Dehalococcoides,529,Taxa,Dehalococcoides,Dehalococcoides,Dehalococcoides
Riemerella,530,Taxa,Riemerella,Riemerella,Riemerella
Candidatus Nanopelagicus,531,Taxa,Candidatus Nanopelagicus,Candidatus Nanopelagicus,Candidatus Nanopelagicus
Petrimonas,532,Taxa,Petrimonas,Petrimonas,Petrimonas
Candidatus Thioglobus,533,Taxa,Candidatus Thioglobus,Candidatus Thioglobus,Candidatus Thioglobus
Gillisia,534,Taxa,Gillisia,Gillisia,Gillisia
Nitratiruptor,535,Taxa,Nitratiruptor,Nitratiruptor,Nitratiruptor
Gilliamella,536,Taxa,Gilliamella,Gilliamella,Gilliamella
Thalassotalea,537,Taxa,Thalassotalea,Thalassotalea,Thalassotalea
Sphaerochaeta,538,Taxa,Sphaerochaeta,Sphaerochaeta,Sphaerochaeta
Corallococcus,539,Taxa,Corallococcus,Corallococcus,Corallococcus
Moritella,540,Taxa,Moritella,Moritella,Moritella
Gardnerella,541,Taxa,Gardnerella,Gardnerella,Gardnerella
Cellvibrio,542,Taxa,Cellvibrio,Cellvibrio,Cellvibrio
Lutibacter,543,Taxa,Lutibacter,Lutibacter,Lutibacter
Thermincola,544,Taxa,Thermincola,Thermincola,Thermincola
Psychroserpens,545,Taxa,Psychroserpens,Psychroserpens,Psychroserpens
Gloeothece,546,Taxa,Gloeothece,Gloeothece,Gloeothece
Shinella,547,Taxa,Shinella,Shinella,Shinella
Leifsonia,548,Taxa,Leifsonia,Leifsonia,Leifsonia
Candidatus Nitrosocosmicus,549,Taxa,Candidatus Nitrosocosmicus,Candidatus Nitrosocosmicus,Candidatus Nitrosocosmicus
Crocosphaera,550,Taxa,Crocosphaera,Crocosphaera,Crocosphaera
Thalassospira,551,Taxa,Thalassospira,Thalassospira,Thalassospira
Flaviflexus,552,Taxa,Flaviflexus,Flaviflexus,Flaviflexus
Histophilus,553,Taxa,Histophilus,Histophilus,Histophilus
Kosakonia,554,Taxa,Kosakonia,Kosakonia,Kosakonia
Flagellimonas,555,Taxa,Flagellimonas,Flagellimonas,Flagellimonas
Cloacibacillus,556,Taxa,Cloacibacillus,Cloacibacillus,Cloacibacillus
Methylomonas,557,Taxa,Methylomonas,Methylomonas,Methylomonas
Adhaeribacter,558,Taxa,Adhaeribacter,Adhaeribacter,Adhaeribacter
Microcoleus,559,Taxa,Microcoleus,Microcoleus,Microcoleus
Ereboglobus,560,Taxa,Ereboglobus,Ereboglobus,Ereboglobus
Geoalkalibacter,561,Taxa,Geoalkalibacter,Geoalkalibacter,Geoalkalibacter
Cyclobacterium,562,Taxa,Cyclobacterium,Cyclobacterium,Cyclobacterium
Frischella,563,Taxa,Frischella,Frischella,Frischella
Leucobacter,564,Taxa,Leucobacter,Leucobacter,Leucobacter
Luteibacter,565,Taxa,Luteibacter,Luteibacter,Luteibacter
Nodularia,566,Taxa,Nodularia,Nodularia,Nodularia
Succinivibrio,567,Taxa,Succinivibrio,Succinivibrio,Succinivibrio
Moorella,568,Taxa,Moorella,Moorella,Moorella
Duganella,569,Taxa,Duganella,Duganella,Duganella
Thiomonas,570,Taxa,Thiomonas,Thiomonas,Thiomonas
Antarcticibacterium,571,Taxa,Antarcticibacterium,Antarcticibacterium,Antarcticibacterium
Roseivirga,572,Taxa,Roseivirga,Roseivirga,Roseivirga
Terribacillus,573,Taxa,Terribacillus,Terribacillus,Terribacillus
Salicibibacter,574,Taxa,Salicibibacter,Salicibibacter,Salicibibacter
Coraliomargarita,575,Taxa,Coraliomargarita,Coraliomargarita,Coraliomargarita
Sporomusa,576,Taxa,Sporomusa,Sporomusa,Sporomusa
Heliobacterium,577,Taxa,Heliobacterium,Heliobacterium,Heliobacterium
Desulfopila,578,Taxa,Desulfopila,Desulfopila,Desulfopila
Pyrococcus,579,Taxa,Pyrococcus,Pyrococcus,Pyrococcus
Thermoanaerosceptrum,580,Taxa,Thermoanaerosceptrum,Thermoanaerosceptrum,Thermoanaerosceptrum
Lancefieldella,581,Taxa,Lancefieldella,Lancefieldella,Lancefieldella
Caldisericum,582,Taxa,Caldisericum,Caldisericum,Caldisericum
Silvanigrella,583,Taxa,Silvanigrella,Silvanigrella,Silvanigrella
Pseudoxanthomonas,584,Taxa,Pseudoxanthomonas,Pseudoxanthomonas,Pseudoxanthomonas
Orientia,585,Taxa,Orientia,Orientia,Orientia
Sphingosinicella,586,Taxa,Sphingosinicella,Sphingosinicella,Sphingosinicella
Suicoccus,587,Taxa,Suicoccus,Suicoccus,Suicoccus
Desulfurobacterium,588,Taxa,Desulfurobacterium,Desulfurobacterium,Desulfurobacterium
Aureimonas,589,Taxa,Aureimonas,Aureimonas,Aureimonas
Nitrosococcus,590,Taxa,Nitrosococcus,Nitrosococcus,Nitrosococcus
Hydrogenobaculum,591,Taxa,Hydrogenobaculum,Hydrogenobaculum,Hydrogenobaculum
Limnobaculum,592,Taxa,Limnobaculum,Limnobaculum,Limnobaculum
Endozoicomonas,593,Taxa,Endozoicomonas,Endozoicomonas,Endozoicomonas
Nitrospira,594,Taxa,Nitrospira,Nitrospira,Nitrospira
Methylophaga,595,Taxa,Methylophaga,Methylophaga,Methylophaga
Myxococcus,596,Taxa,Myxococcus,Myxococcus,Myxococcus
Lichenihabitans,597,Taxa,Lichenihabitans,Lichenihabitans,Lichenihabitans
Caldisphaera,598,Taxa,Caldisphaera,Caldisphaera,Caldisphaera
Amniculibacterium,599,Taxa,Amniculibacterium,Amniculibacterium,Amniculibacterium
Algoriphagus,600,Taxa,Algoriphagus,Algoriphagus,Algoriphagus
Paraphotobacterium,601,Taxa,Paraphotobacterium,Paraphotobacterium,Paraphotobacterium
Magnetospirillum,602,Taxa,Magnetospirillum,Magnetospirillum,Magnetospirillum
Phaeobacter,603,Taxa,Phaeobacter,Phaeobacter,Phaeobacter
Piscirickettsia,604,Taxa,Piscirickettsia,Piscirickettsia,Piscirickettsia
Iodobacter,605,Taxa,Iodobacter,Iodobacter,Iodobacter
Catenovulum,606,Taxa,Catenovulum,Catenovulum,Catenovulum
Endomicrobium,607,Taxa,Endomicrobium,Endomicrobium,Endomicrobium
Pannonibacter,608,Taxa,Pannonibacter,Pannonibacter,Pannonibacter
Candidatus Desulfofervidus,609,Taxa,Candidatus Desulfofervidus,Candidatus Desulfofervidus,Candidatus Desulfofervidus
Olsenella,610,Taxa,Olsenella,Olsenella,Olsenella
Photorhabdus,611,Taxa,Photorhabdus,Photorhabdus,Photorhabdus
Orthotospovirus,612,Taxa,Orthotospovirus,Orthotospovirus,Orthotospovirus
Syntrophobacter,613,Taxa,Syntrophobacter,Syntrophobacter,Syntrophobacter
Nitratireductor,614,Taxa,Nitratireductor,Nitratireductor,Nitratireductor
Alcaligenes,615,Taxa,Alcaligenes,Alcaligenes,Alcaligenes
Mariniflexile,616,Taxa,Mariniflexile,Mariniflexile,Mariniflexile
Glaesserella,617,Taxa,Glaesserella,Glaesserella,Glaesserella
Curtobacterium,618,Taxa,Curtobacterium,Curtobacterium,Curtobacterium
Thermosediminibacter,619,Taxa,Thermosediminibacter,Thermosediminibacter,Thermosediminibacter
Seonamhaeicola,620,Taxa,Seonamhaeicola,Seonamhaeicola,Seonamhaeicola
Limosilactobacillus,621,Taxa,Limosilactobacillus,Limosilactobacillus,Limosilactobacillus
Opitutus,622,Taxa,Opitutus,Opitutus,Opitutus
Phoenicibacter,623,Taxa,Phoenicibacter,Phoenicibacter,Phoenicibacter
Calditerrivibrio,624,Taxa,Calditerrivibrio,Calditerrivibrio,Calditerrivibrio
Parashewanella,625,Taxa,Parashewanella,Parashewanella,Parashewanella
Salinicoccus,626,Taxa,Salinicoccus,Salinicoccus,Salinicoccus
Micavibrio,627,Taxa,Micavibrio,Micavibrio,Micavibrio
Actinomadura,628,Taxa,Actinomadura,Actinomadura,Actinomadura
Kangiella,629,Taxa,Kangiella,Kangiella,Kangiella
Bernardetia,630,Taxa,Bernardetia,Bernardetia,Bernardetia
Orbus,631,Taxa,Orbus,Orbus,Orbus
Olivibacter,632,Taxa,Olivibacter,Olivibacter,Olivibacter
Methylotenera,633,Taxa,Methylotenera,Methylotenera,Methylotenera
Hafnia,634,Taxa,Hafnia,Hafnia,Hafnia
Changchengzhania,635,Taxa,Changchengzhania,Changchengzhania,Changchengzhania
Pigmentiphaga,636,Taxa,Pigmentiphaga,Pigmentiphaga,Pigmentiphaga
Aequorivita,637,Taxa,Aequorivita,Aequorivita,Aequorivita
Xylophilus,638,Taxa,Xylophilus,Xylophilus,Xylophilus
Sporolactobacillus,639,Taxa,Sporolactobacillus,Sporolactobacillus,Sporolactobacillus
Zymomonas,640,Taxa,Zymomonas,Zymomonas,Zymomonas
Nibricoccus,641,Taxa,Nibricoccus,Nibricoccus,Nibricoccus
Carboxydothermus,642,Taxa,Carboxydothermus,Carboxydothermus,Carboxydothermus
Kroppenstedtia,643,Taxa,Kroppenstedtia,Kroppenstedtia,Kroppenstedtia
Methanococcoides,644,Taxa,Methanococcoides,Methanococcoides,Methanococcoides
Dactylococcopsis,645,Taxa,Dactylococcopsis,Dactylococcopsis,Dactylococcopsis
Ureaplasma,646,Taxa,Ureaplasma,Ureaplasma,Ureaplasma
Thermotoga,647,Taxa,Thermotoga,Thermotoga,Thermotoga
Mixta,648,Taxa,Mixta,Mixta,Mixta
Muricauda,649,Taxa,Muricauda,Muricauda,Muricauda
Euhalothece,650,Taxa,Euhalothece,Euhalothece,Euhalothece
Octadecabacter,651,Taxa,Octadecabacter,Octadecabacter,Octadecabacter
Mimivirus,652,Taxa,Mimivirus,Mimivirus,Mimivirus
Frankia,653,Taxa,Frankia,Frankia,Frankia
Flavisolibacter,654,Taxa,Flavisolibacter,Flavisolibacter,Flavisolibacter
Runella,655,Taxa,Runella,Runella,Runella
Bisgaardia,656,Taxa,Bisgaardia,Bisgaardia,Bisgaardia
Solitalea,657,Taxa,Solitalea,Solitalea,Solitalea
Edwardsiella,658,Taxa,Edwardsiella,Edwardsiella,Edwardsiella
Aquitalea,659,Taxa,Aquitalea,Aquitalea,Aquitalea
Planctomyces,660,Taxa,Planctomyces,Planctomyces,Planctomyces
Georgenia,661,Taxa,Georgenia,Georgenia,Georgenia
Aggregatibacter,662,Taxa,Aggregatibacter,Aggregatibacter,Aggregatibacter
Nitrospirillum,663,Taxa,Nitrospirillum,Nitrospirillum,Nitrospirillum
Hahella,664,Taxa,Hahella,Hahella,Hahella
Porphyrobacter,665,Taxa,Porphyrobacter,Porphyrobacter,Porphyrobacter
Trichormus,666,Taxa,Trichormus,Trichormus,Trichormus
Anabaenopsis,667,Taxa,Anabaenopsis,Anabaenopsis,Anabaenopsis
Euzebyella,668,Taxa,Euzebyella,Euzebyella,Euzebyella
Ottowia,669,Taxa,Ottowia,Ottowia,Ottowia
Desulfobacula,670,Taxa,Desulfobacula,Desulfobacula,Desulfobacula
Gluconobacter,671,Taxa,Gluconobacter,Gluconobacter,Gluconobacter
Thermaerobacter,672,Taxa,Thermaerobacter,Thermaerobacter,Thermaerobacter
Psychroflexus,673,Taxa,Psychroflexus,Psychroflexus,Psychroflexus
Flavivirga,674,Taxa,Flavivirga,Flavivirga,Flavivirga
Methylovirgula,675,Taxa,Methylovirgula,Methylovirgula,Methylovirgula
Oscillatoria,676,Taxa,Oscillatoria,Oscillatoria,Oscillatoria
Avibacterium,677,Taxa,Avibacterium,Avibacterium,Avibacterium
Salinivirga,678,Taxa,Salinivirga,Salinivirga,Salinivirga
Methyloceanibacter,679,Taxa,Methyloceanibacter,Methyloceanibacter,Methyloceanibacter
Sulfuriferula,680,Taxa,Sulfuriferula,Sulfuriferula,Sulfuriferula
Aeromicrobium,681,Taxa,Aeromicrobium,Aeromicrobium,Aeromicrobium
Cedecea,682,Taxa,Cedecea,Cedecea,Cedecea
Beijerinckia,683,Taxa,Beijerinckia,Beijerinckia,Beijerinckia
Propionibacterium,684,Taxa,Propionibacterium,Propionibacterium,Propionibacterium
Halioglobus,685,Taxa,Halioglobus,Halioglobus,Halioglobus
Tenuifilum,686,Taxa,Tenuifilum,Tenuifilum,Tenuifilum
Fibrella,687,Taxa,Fibrella,Fibrella,Fibrella
Stella,688,Taxa,Stella,Stella,Stella
Thermodesulfatator,689,Taxa,Thermodesulfatator,Thermodesulfatator,Thermodesulfatator
Carboxydocella,690,Taxa,Carboxydocella,Carboxydocella,Carboxydocella
Cyanobacterium,691,Taxa,Cyanobacterium,Cyanobacterium,Cyanobacterium
Roseimicrobium,692,Taxa,Roseimicrobium,Roseimicrobium,Roseimicrobium
Rigallicvirus,693,Taxa,Rigallicvirus,Rigallicvirus,Rigallicvirus
Gemmata,694,Taxa,Gemmata,Gemmata,Gemmata
Mobilicoccus,695,Taxa,Mobilicoccus,Mobilicoccus,Mobilicoccus
Acidihalobacter,696,Taxa,Acidihalobacter,Acidihalobacter,Acidihalobacter
Chlorobaculum,697,Taxa,Chlorobaculum,Chlorobaculum,Chlorobaculum
Sphingorhabdus,698,Taxa,Sphingorhabdus,Sphingorhabdus,Sphingorhabdus
Thermus,699,Taxa,Thermus,Thermus,Thermus
Candidatus Ruthia,700,Taxa,Candidatus Ruthia,Candidatus Ruthia,Candidatus Ruthia
Rhodocytophaga,701,Taxa,Rhodocytophaga,Rhodocytophaga,Rhodocytophaga
Hartmannibacter,702,Taxa,Hartmannibacter,Hartmannibacter,Hartmannibacter
Mycobacteroides,703,Taxa,Mycobacteroides,Mycobacteroides,Mycobacteroides
Jeotgalicoccus,704,Taxa,Jeotgalicoccus,Jeotgalicoccus,Jeotgalicoccus
Pauljensenia,705,Taxa,Pauljensenia,Pauljensenia,Pauljensenia
Buttiauxella,706,Taxa,Buttiauxella,Buttiauxella,Buttiauxella
Morganella,707,Taxa,Morganella,Morganella,Morganella
Arcticibacterium,708,Taxa,Arcticibacterium,Arcticibacterium,Arcticibacterium
Propionimicrobium,709,Taxa,Propionimicrobium,Propionimicrobium,Propionimicrobium
Oceanispirochaeta,710,Taxa,Oceanispirochaeta,Oceanispirochaeta,Oceanispirochaeta
Pseudopedobacter,711,Taxa,Pseudopedobacter,Pseudopedobacter,Pseudopedobacter
Dyadobacter,712,Taxa,Dyadobacter,Dyadobacter,Dyadobacter
Candidatus Atelocyanobacterium,713,Taxa,Candidatus Atelocyanobacterium,Candidatus Atelocyanobacterium,Candidatus Atelocyanobacterium
Roseomonas,714,Taxa,Roseomonas,Roseomonas,Roseomonas
Thioalkalivibrio,715,Taxa,Thioalkalivibrio,Thioalkalivibrio,Thioalkalivibrio
